sentence	label
take any 12-year-old boy to see this picture , and he 'll be your slave for a year 	1
most poorly staged 	0
runteldat is something of a triumph . 	1
of extremely talented musicians 	1
this exciting new filmmaker 	1
hard-pressed to find a movie with a bigger , fatter heart than barbershop 	1
might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine 	1
is that her confidence in her material is merited . 	1
once called ` the gift of tears 	1
then you 're in for a painful ride . 	0
to dumb down the universe 	0
you do n't have the slightest difficulty accepting him in the role . 	1
on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye 	1
a vivid imagination and 	1
a perfect performance 	1
does a disservice 	0
nothing funny 	0
big-hearted and 	1
shot in artful , watery tones of blue , green and brown 	1
this movie plays like an extended dialogue exercise in retard 101 . 	0
of relationships that come full circle to end on a positive ( if tragic ) note 	1
i must have failed 	0
but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense 	1
the irksome , tiresome nature of complacency 	0
, despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . 	0
airy cinematic bon bons 	1
as temptingly easy 	1
showcases tom hanks as a depression era hit-man in this dark tale of revenge . 	1
do n't think most of the people who loved the 1989 paradiso will prefer this new version . 	0
itself , a playful spirit 	1
are powerful and moving without stooping to base melodrama 	1
mr. spielberg 's 1993 classic 	1
who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot 	0
full-length classic 	1
the best espionage picture to come out in weeks 	1
has the chops of a smart-aleck film school brat and the imagination of a big kid ... 	1
whose pieces do not fit 	0
thanks to the actors ' perfect comic timing and sweet , genuine chemistry 	1
as it is spooky and subtly in love with myth 	1
seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . 	0
takes its techniques into such fresh territory 	1
slob 	0
the chatter of parrots raised on oprah 	0
an 88-minute highlight reel that 's 86 minutes too long 	0
living far too much in its own head 	0
this is a fascinating film because there is no clear-cut hero and no all-out villain . 	1
is the equivalent of french hip-hop , which also seems to play on a 10-year delay 	0
the most brilliant work 	1
above-average brains 	1
to be significantly different ( and better ) than most films with this theme 	1
's a masterpiece . 	1
the precious trappings of most romantic comedies , infusing into the story 	1
can feel the love . 	1
unfunny and lacking any sense of commitment to or affection for its characters 	0
an inexperienced director , mehta has much to learn . 	0
hit that may strain adult credibility 	0
be swept away by the sheer beauty of his images 	1
bogus 	0
will seem like a recycling of clichés , an assassin 's greatest hits . 	0
tiny acts of kindness make ordinary life survivable 	1
film school brat 	0
has stopped challenging himself 	0
is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness 	1
the movie around them is so often nearly nothing that their charm does n't do a load of good 	0
the knee-jerk misogyny that passes for humor in so many teenage comedies 	0
goes to absurd lengths to duck the very issues it raises . 	0
has a number of other assets to commend it to movie audiences both innocent and jaded 	1
terrific performances , great to look at , and funny 	1
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' 	1
premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper . 	0
yet , it must be admitted , not entirely humorless 	1
may be burns 's strongest film since the brothers mcmullen . 	1
astronomically bad 	0
spirit is a visual treat , 	1
in ireland over a man 	1
you 'll find yourself wishing that you and they were in another movie . 	0
the crassness of this reactionary thriller 	0
is the most disappointing woody allen movie ever 	0
show us a good time 	1
, villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical . 	1
of a raindrop 	1
, generosity and diplomacy 	1
his strongest performance since the doors 	1
is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice . 	0
but once the falcon arrives in the skies above manhattan , the adventure is on red alert . 	1
thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except 	0
sensitive story 	1
once again ego does n't always go hand in hand with talent 	0
could feel my eyelids ... getting ... very ... heavy 	0
fits into a classic genre 	1
a bit of a downer and a little over-dramatic at times 	0
glorious spectacle 	1
drown yourself in a lake 	0
insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . 	0
does n't mean it 's good enough for our girls 	0
that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold 	1
otherwise bleak tale 	0
the only belly laughs come from the selection of outtakes 	0
feel sanitised and stagey 	0
the passion , creativity , and fearlessness 	1
scenes and vistas and pretty moments 	1
magnificent jackie chan 	1
is clever and funny , 	1
while the performances are often engaging 	1
it is a great film . 	1
that stretches the running time about 10 minutes 	0
the chateau has one very funny joke and a few other decent ones , but 	0
who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent 	0
another clever if pointless excursion 	0
of complacency 	1
is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . 	1
were once amusing 	0
delightfully so 	1
strangely hollow at its emotional core 	0
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen . 	1
an enthralling aesthetic experience , 	1
is one reason it 's so lackluster . 	0
destruction 	0
a hokey piece of nonsense that tries too hard to be emotional . 	0
a fascinating documentary about the long and eventful spiritual journey of the guru who helped 	1
delving 	1
steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology 	0
come from a family that eats , meddles , argues , laughs , kibbitzes and fights together 	1
, its true colors come out in various wet t-shirt and shower scenes . 	0
the best ensemble casts of the year 	1
probes in a light-hearted way the romantic problems 	1
action-packed an experience as a ringside seat 	1
to gorgeous beaches 	1
a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching . 	1
excited that it has n't gone straight to video 	1
sane and breathtakingly 	1
